symbol,name,price,assets,avg_vol,ytd,inverse,leveraged,week1,week4,year1,year3,year5,etfdb,inception,er,commission_free,annual_dividend_rate,dividend_date,dividend,annual_dividend_yield,p_e_ratio,beta,holdings,top_10,l_bollinger,u_bollinger,support1,resistance1,rsi,day_200,cap_gains,lt_cap_gains,tax_form,liquidity,expenses,performance,volatility,score_dividend,concentration,overall
IBDO,iBonds Dec 2023 Term Corporate ETF,25.67,80230.5,24857,6.74%,No,No,0.67%,-0.08%,6.77%,n/a,n/a,Corporate Bonds,2015-03-11,0.10%,Not Available,$0.36,2016-04-01,$0.07,1.43%,n/a,0.41,303,14.83%,$25.40,$25.83,$25.60,$25.73,53,4.45%,39%,20%,1099,B,A-,n/a,B-,A,B,B+
IBDN,iBonds Dec 2022 Term Corporate ETF,25.53,126900,33006,5.47%,No,No,0.08%,0.04%,5.62%,n/a,n/a,Corporate Bonds,2015-03-10,0.10%,Not Available,$0.35,2016-04-01,$0.07,1.39%,n/a,-0.41,360,11.49%,$25.38,$25.63,$25.48,$25.59,51,4.18%,39%,20%,1099,B+,A-,n/a,B,A,B+,A-
IBDM,iBonds Dec 2021 Term Corporate ETF,25.31,191444,48000,4.56%,No,No,0.16%,-0.24%,3.91%,n/a,n/a,Corporate Bonds,2015-03-10,0.10%,Not Available,$0.31,2016-04-01,$0.06,1.21%,n/a,-0.28,442,9.23%,$25.19,$25.42,n/a,n/a,50,3.32%,39%,20%,1099,B+,A,n/a,B,A-,A-,A
IBDK,iBonds Dec 2019 Term Corporate ETF,25.17,180360,43977,2.45%,No,No,0.08%,0.04%,2.02%,n/a,n/a,Corporate Bonds,2015-03-10,0.10%,Not Available,$0.24,2016-04-01,$0.04,0.97%,n/a,-0.21,480,7.92%,$25.09,$25.24,n/a,n/a,49,2.41%,39%,20%,1099,B+,A,n/a,B+,B,A-,A-
GSLC,Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF,43.67,1187840,217025,6.07%,No,No,1.16%,-0.27%,11.62%,n/a,n/a,Large Cap Blend Equities,2015-09-17,0.09%,Not Available,$0.50,2016-06-23,$0.18,1.13%,19.65,-0.97,430,13.54%,$42.83,$44.36,$43.61,$43.75,51,11.54%,39%,20%,1099,A-,A,n/a,A-,C+,n/a,A-
SPXE,S&P 500 Ex-Energy ETF,44.72,8984,1393,6.65%,No,No,1.66%,-0.32%,14.34%,n/a,n/a,Large Cap Blend Equities,2015-09-22,0.27%,Not Available,$0.75,2016-09-21,$0.19,1.67%,18.65,0.95,469,18.53%,$44.30,$45.45,$44.72,$44.72,54,12.81%,39%,20%,1099,B,B+,n/a,n/a,C+,n/a,n/a
SPXN,S&P 500 Ex-Financials ETF,44.38,2251,412,4.94%,No,No,1.23%,-1.59%,n/a,n/a,n/a,Large Cap Blend Equities,2015-09-22,0.27%,Not Available,$1.01,2016-09-21,$0.20,2.25%,20.67,2.13,414,20.98%,$43.46,$45.86,$44.33,$44.41,60,n/a,39%,20%,1099,C,B+,n/a,n/a,C+,n/a,n/a
SPXV,S&P 500 Ex-Health Care ETF,45.03,2252.5,446,7.35%,No,No,-0.01%,-0.03%,16.23%,n/a,n/a,Large Cap Blend Equities,2015-09-22,0.27%,Not Available,$1.06,2016-09-21,$0.21,2.35%,19.27,2.38,449,20.36%,$43.47,$45.97,$45.03,$45.03,79,n/a,39%,20%,1099,C,B+,n/a,n/a,C+,n/a,n/a
SPXT,S&P 500 Ex-Technology ETF,43.13,2180,1204,4.55%,No,No,0.30%,-2.43%,n/a,n/a,n/a,Large Cap Blend Equities,2015-09-22,0.27%,Not Available,$1.06,2016-09-21,$0.28,2.44%,19.65,1.45,433,18.50%,$43.12,$44.49,$43.13,$43.13,50,16.57%,39%,20%,1099,C,B+,n/a,n/a,C+,n/a,n/a
UTES,Reaves Utilities ETF,31.72,13968,3138,21.53%,No,No,3.28%,4.19%,27.87%,n/a,n/a,Utilities Equities,2015-09-23,0.95%,Not Available,$0.44,2016-09-20,$0.15,1.40%,22.06,-1.57,21,67.11%,$30.02,$31.59,$31.57,$31.94,57,15.66%,39%,20%,1099,n/a,C,n/a,n/a,n/a,n/a,n/a
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,55.53,13952.5,2144,13.78%,No,No,2.11%,-0.66%,13.39%,n/a,n/a,Corporate Bonds,2015-09-23,0.22%,Not Available,$1.33,2016-09-01,$0.18,2.38%,n/a,1.01,239,11.83%,$54.28,$57.16,$55.53,$55.54,51,9.57%,39%,20%,1099,C+,B,n/a,n/a,C,B-,C+
QLC,FlexShares US Quality Large Cap Index Fund,26.80,5360,1461,4.58%,No,No,-1.54%,-0.60%,n/a,n/a,n/a,Large Cap Blend Equities,2015-09-23,0.32%,Not Available,$0.50,2016-09-19,$0.11,1.85%,20.85,1.84,127,23.03%,$26.33,$27.20,$26.79,$26.82,55,19.36%,39%,20%,1099,B-,B,n/a,n/a,n/a,B,n/a
HDLV,ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN,33.25,33250,8592,33.44%,No,2x,7.26%,4.08%,47.79%,n/a,n/a,Leveraged Equities,2014-09-30,0.85%,Not Available,$2.46,2016-09-09,$0.17,7.40%,n/a,2.72,n/a,n/a,$30.51,$33.90,$33.05,$33.35,56,23.80%,20%,39%,1099,B,A-,A-,A,n/a,n/a,A
GDXS,UltraShort Gold Miners ETF,15.30,5992.2,33148,-85.89%,Yes,2x,-9.20%,-4.43%,-87.79%,n/a,n/a,Inverse Equities,2015-02-12,0.95%,Not Available,n/a,n/a,n/a,n/a,n/a,8.06,7,210.29%,$13.94,$18.07,$14.70,$15.74,49,97.96%,20%,39%,1099,B-,B,n/a,C,n/a,n/a,n/a
JHML,John Hancock Multifactor Large Cap ETF,28.13,238659.3,135028,7.51%,No,No,1.74%,0.14%,n/a,n/a,n/a,Large Cap Blend Equities,2015-09-28,0.35%,Not Available,$0.27,2016-06-24,$0.17,0.94%,19.69,0.94,773,11.56%,$27.48,$28.52,$28.12,$28.15,53,12.14%,,,,B-,B,n/a,B-,C+,n/a,C+
JHMM,John Hancock Multifactor Mid Cap ETF,27.65,129130.5,63538,8.55%,No,No,1.39%,0.29%,n/a,n/a,n/a,Mid Cap Blend Equities,2015-09-28,0.45%,Not Available,$0.23,2016-06-24,$0.15,0.84%,20.67,1.01,671,4.20%,$26.98,$28.11,$27.59,$27.74,54,13.96%,,,,n/a,B-,n/a,n/a,n/a,n/a,n/a
JHMC,John Hancock Multifactor Consumer Discretionary ETF,25.72,25710,6515,2.16%,No,No,1.62%,-0.85%,n/a,n/a,n/a,Large Cap Blend Equities,2015-09-28,0.50%,Not Available,$0.21,2016-06-24,$0.15,0.83%,19.83,-1.24,160,27.78%,$25.01,$26.45,n/a,n/a,50,15.47%,,,,C+,C+,n/a,n/a,C,n/a,n/a
JHMF,John Hancock Multifactor Financials ETF,26.43,26440,7778,0.95%,No,No,1.38%,1.65%,n/a,n/a,n/a,Financials Equities,2015-09-28,0.50%,Not Available,$0.24,2016-06-24,$0.17,0.92%,13.94,0.85,141,28.39%,$25.90,$26.70,n/a,n/a,63,19.20%,,,,n/a,B-,n/a,n/a,n/a,n/a,n/a
JHMH,John Hancock Multifactor Healthcare ETF,27.45,26106,3797,4.28%,No,No,1.52%,1.67%,n/a,n/a,n/a,Health & Biotech Equities,2015-09-28,0.50%,Not Available,$0.13,2016-06-24,$0.08,0.46%,22.25,-0.98,100,36.76%,$26.61,$27.42,$27.41,$27.47,56,12.27%,,,,n/a,B-,n/a,n/a,n/a,n/a,n/a
JHMT,John Hancock Multifactor Technology ETF,30.26,27405,3921,11.66%,No,No,1.37%,1.71%,n/a,n/a,n/a,Technology Equities,2015-09-28,0.50%,Not Available,$0.31,2016-06-24,$0.21,1.01%,22.14,1.10,120,41.04%,$29.37,$30.46,$30.23,$30.32,62,17.29%,,,,n/a,B,n/a,n/a,n/a,n/a,n/a
JPUS,JPMorgan Diversified Return U.S. Equity ETF,58.61,82362,16265,9.14%,No,No,1.79%,0.14%,n/a,n/a,n/a,Large Cap Blend Equities,2015-09-29,0.29%,Not Available,$0.26,2015-12-24,$0.26,0.44%,18.71,-1.03,540,5.82%,$57.02,$59.48,$58.56,$58.69,53,11.74%,,,,C,B+,n/a,n/a,C+,n/a,n/a
IBDJ,iBonds Dec 2017 Term Corporate ETF,24.89,103044.5,24997,0.65%,No,No,-0.16%,-0.20%,0.42%,n/a,n/a,Corporate Bonds,2015-03-10,0.10%,Not Available,$0.15,2016-04-01,$0.03,0.59%,n/a,-0.11,385,9.38%,$24.89,$24.96,n/a,n/a,43,1.28%,39%,20%,1099,B,A-,n/a,A,C+,A-,A-
QVM,Arrow QVM Equity Factor ETF,22.93,4476,2633,1.63%,No,No,1.53%,-0.57%,2.25%,n/a,n/a,Large Cap Blend Equities,2015-02-27,0.65%,Not Available,$0.51,2016-09-16,$0.11,2.30%,12.47,2.15,51,21.39%,$22.11,$23.46,$22.93,$22.93,56,23.75%,,,,C+,C+,C+,C+,B,n/a,C+
RISE,Sit Rising Rate ETF,22.63,10188,11672,-6.60%,No,No,-0.18%,0.40%,-5.00%,n/a,n/a,Inverse Bonds,2015-02-19,1.64%,Not Available,n/a,n/a,n/a,n/a,n/a,-0.79,5,246.95%,$22.43,$22.79,$22.63,$22.63,49,7.91%,,,,C,C,n/a,n/a,n/a,n/a,n/a
XLRE,Real Estate Select Sector SPDR Fund,33.32,2871800,702654,9.34%,No,No,4.42%,1.19%,n/a,n/a,n/a,Financials Equities,2015-10-07,0.14%,Not Available,$1.09,2016-09-07,$0.18,3.27%,33.53,-1.46,29,57.11%,$31.52,$34.03,$32.96,$33.57,54,14.30%,39%,20%,1099,n/a,A,n/a,n/a,n/a,C+,n/a
REGL,S&P MidCap 400 Dividend Aristocrats ETF,46.63,183261,59820,19.71%,No,No,2.17%,-0.59%,24.86%,n/a,n/a,Mid Cap Blend Equities,2015-02-03,0.40%,Not Available,$0.65,2016-09-21,$0.16,1.39%,21.99,1.24,46,23.72%,$45.17,$47.95,$46.46,$46.88,51,13.11%,,,,B,B-,n/a,C+,B-,n/a,C+
BSJN,Guggenheim BulletShares 2023 High Yield Corporate Bond ETF,26.43,23778,17806,13.08%,No,No,0.72%,-0.15%,n/a,n/a,n/a,High Yield Bonds,2015-10-07,0.42%,Not Available,$1.11,2016-09-01,$0.13,4.19%,n/a,0.55,120,19.46%,$26.10,$26.69,n/a,n/a,55,6.97%,,,,n/a,B+,n/a,n/a,n/a,C+,n/a
BSCP,Guggenheim BulletShares 2025 Corporate Bond ETF,21.20,38016,10508,9.86%,No,No,0.86%,-0.18%,n/a,n/a,n/a,Corporate Bonds,2015-10-07,0.24%,Not Available,$0.51,2016-09-01,$0.05,2.44%,n/a,0.46,176,20.30%,$20.93,$21.40,$21.18,$21.22,52,4.73%,,,,B-,B-,n/a,n/a,C+,C+,C+
SPMO,PowerShares S&P 500 Momentum Portfolio ETF,26.75,1369,159,4.68%,No,No,0.64%,-1.28%,n/a,n/a,n/a,Large Cap Growth Equities,2015-10-09,0.25%,Not Available,$0.35,2016-09-16,$0.12,1.26%,24.24,1.56,96,52.40%,$25.26,$27.68,n/a,n/a,61,17.47%,39%,20%,1099,C,B+,n/a,n/a,C,B-,C+
SPVU,PowerShares S&P 500 Value Portfolio ETF,25.63,1318.5,571,1.12%,No,No,0.00%,0.00%,n/a,n/a,n/a,Large Cap Value Equities,2015-10-09,0.25%,Not Available,$0.35,2016-06-17,$0.16,1.33%,10.61,1.69,100,37.57%,$24.33,$26.03,n/a,n/a,62,n/a,39%,20%,1099,n/a,A-,n/a,n/a,n/a,B-,n/a
DWTR,PowerShares DWA Tactical Sector Rotation Portfolio ETF,25.18,181109.5,35272,0.33%,No,No,3.15%,0.63%,n/a,n/a,n/a,All Cap Equities,2015-10-09,0.75%,Not Available,$0.19,2016-09-16,$0.06,0.75%,23.24,-1.32,4,100.02%,$24.09,$25.62,n/a,n/a,53,13.12%,39%,20%,1099,A-,C+,n/a,n/a,n/a,C,n/a
MLPB,ETRACS Alerian MLP Infrastructure Index ETN Series B ETF,27.05,40575,100,27.32%,No,No,0.00%,0.00%,n/a,n/a,n/a,MLPs,2015-10-08,0.85%,Not Available,$1.43,2016-07-12,$0.45,5.30%,n/a,8.46,n/a,n/a,$27.05,$27.06,n/a,n/a,49,n/a,39%,20%,1099,n/a,B-,n/a,n/a,n/a,n/a,n/a
AMUB,ETRACS Alerian MLP Index ETN Series B ETF,16.36,24540,100,3.74%,No,No,0.00%,-2.27%,n/a,n/a,n/a,MLPs,2015-10-08,0.80%,Not Available,$1.04,2016-05-25,$0.34,6.38%,n/a,n/a,n/a,n/a,$14.05,$17.65,n/a,n/a,38,n/a,39%,20%,1099,n/a,A,n/a,n/a,n/a,n/a,n/a
MRRL,ETRACS Monthly Pay 2xLeveraged Mortgage REIT ETN Series B ETF,15.85,23775,3862,40.73%,No,2x,5.74%,3.80%,n/a,n/a,n/a,Real Estate,2015-10-08,0.40%,Not Available,$2.50,2016-09-09,$0.04,15.74%,n/a,3.07,n/a,n/a,$14.75,$16.30,$15.79,$15.97,56,25.91%,39%,20%,1099,n/a,B+,n/a,n/a,B,n/a,n/a
LBDC,ETRACS 2xLeveraged Long Wells Fargo Business Development Company Index ETN Series B ETF,18.47,27705,1411,29.00%,No,2x,3.13%,1.82%,n/a,n/a,n/a,Leveraged Equities,2015-10-08,0.85%,Not Available,$2.16,2016-07-12,$0.71,11.68%,n/a,2.13,n/a,n/a,$17.44,$19.52,$18.44,$18.49,58,49.19%,,,,C+,A-,n/a,n/a,n/a,n/a,n/a
MLPO,Credit Suisse S&P MLP ETN,15.80,78605,140,-6.44%,No,No,0.00%,6.11%,-6.86%,n/a,n/a,MLPs,2014-12-03,0.95%,Not Available,$1.11,2016-07-12,$0.25,7.05%,n/a,4.22,n/a,n/a,$14.00,$16.33,n/a,n/a,59,72.02%,39%,20%,1099,C,C+,n/a,C,A+,n/a,C
CNCR,Loncar Cancer Immunotherapy ETF,26.09,23562,8745,-8.65%,No,No,1.72%,7.23%,n/a,n/a,n/a,Health & Biotech Equities,2015-10-13,0.79%,Not Available,$0.11,2015-12-29,$0.11,0.40%,23.59,2.49,31,40.39%,$23.55,$26.38,$26.00,$26.28,60,31.78%,39%,20%,1099,n/a,C,n/a,n/a,n/a,n/a,n/a
SPYD,SPDR S&P 500 High Dividend ETF,34.26,42937.5,16803,20.42%,No,No,1.99%,0.32%,n/a,n/a,n/a,Large Cap Blend Equities,2015-10-21,0.12%,Not Available,$1.26,2016-09-16,$0.33,3.67%,15.37,1.33,81,14.17%,$33.29,$34.78,n/a,n/a,54,13.65%,,,,B+,A,n/a,n/a,B-,n/a,n/a
BITE,The Restaurant ETF,25.11,1255.5,1153,3.44%,No,No,-0.04%,-3.89%,n/a,n/a,n/a,Consumer Discretionary Equities,2015-10-28,0.75%,Not Available,$0.25,2016-09-13,$0.25,1.00%,22.26,-1.57,41,28.23%,$24.81,$26.71,$25.01,$25.16,43,16.37%,,,,n/a,C,n/a,n/a,n/a,n/a,n/a
FBG,UBS AG FI Enhanced Big Cap Growth ETN,64.92,164338.5,3831,9.31%,No,2x,0.70%,1.71%,7.27%,75.70%,n/a,Large Cap Growth Equities,2012-06-11,0.60%,Not Available,n/a,n/a,n/a,n/a,n/a,1.99,n/a,n/a,$63.26,$65.28,$64.91,$64.92,63,15.62%,39%,20%,1099,B-,B-,B+,C,n/a,n/a,B-
FIBG,Credit Suisse FI Enhanced Big Cap Growth ETN,62.75,9538,986,7.17%,No,2x,2.15%,-0.17%,15.77%,n/a,n/a,Leveraged Equities,2013-10-17,0.52%,Not Available,n/a,n/a,n/a,n/a,n/a,1.04,n/a,n/a,$60.99,$64.04,$62.73,$62.76,55,18.10%,39%,20%,1099,C,A,B+,C+,n/a,n/a,B
USLB,PowerShares Russell 1000 Low Beta Equal Weight Portfolio ETF,26.68,137505,8382,7.90%,No,No,2.22%,-0.17%,n/a,n/a,n/a,Large Cap Blend Equities,2015-11-05,0.35%,Not Available,$0.33,2016-09-16,$0.11,1.23%,19.80,-0.96,481,2.74%,$25.91,$27.13,$26.61,$26.72,53,11.62%,39%,20%,1099,B+,B,n/a,n/a,C,n/a,n/a
ETHO,Etho Climate Leadership US ETF,27.05,6777.5,2251,10.19%,No,No,2.42%,0.11%,n/a,n/a,n/a,All Cap Equities,2015-11-19,0.75%,Not Available,$0.10,2016-09-13,$0.07,0.37%,20.08,0.98,384,4.27%,$26.23,$27.36,$27.05,$27.05,56,14.83%,39%,20%,1099,C+,C+,n/a,n/a,n/a,n/a,n/a
DEUS,Deutsche X-trackers Russell 1000 Enhanced Beta ETF,26.57,21312,3259,7.90%,No,No,2.03%,-0.04%,n/a,n/a,n/a,All Cap Equities,2015-11-24,0.25%,Not Available,$0.36,2016-09-21,$0.12,1.36%,18.83,0.96,824,6.43%,$25.89,$27.04,$26.52,$26.63,52,12.10%,39%,20%,1099,B-,A-,n/a,n/a,n/a,n/a,n/a
LABS,Direxion Daily S&P Biotech Bear 1x Shares ETF,36.09,5407.5,578,-10.18%,Yes,No,-7.27%,-10.98%,n/a,n/a,n/a,Inverse Equities,2015-12-03,0.45%,Not Available,n/a,n/a,n/a,n/a,n/a,-2.18,4,102.61%,$36.87,$42.68,$35.94,$36.40,26,33.82%,39%,20%,1099,n/a,A,n/a,n/a,n/a,n/a,n/a
ONEY,SPDR Russell 1000 Yield Focus ETF,64.93,373691,738,13.27%,No,No,-2.58%,-2.16%,n/a,n/a,n/a,Large Cap Blend Equities,2015-12-02,0.20%,Not Available,$1.68,2016-09-16,$0.56,2.55%,15.84,1.90,294,12.12%,$64.22,$67.42,$64.93,$64.93,54,23.62%,39%,20%,1099,C+,A-,n/a,n/a,C+,n/a,n/a
ONEV,SPDR Russell 1000 Low Volatility Focus ETF,65.45,408812.5,7518,11.79%,No,No,2.36%,-0.15%,n/a,n/a,n/a,Large Cap Blend Equities,2015-12-02,0.20%,Not Available,$1.07,2016-09-16,$0.32,1.63%,17.66,1.03,436,8.50%,$63.65,$66.49,n/a,n/a,56,13.94%,39%,20%,1099,C+,A-,n/a,n/a,C,n/a,n/a
ONEO,SPDR Russell 1000 Momentum Focus ETF,62.67,358587,2850,7.07%,No,No,-1.28%,0.16%,n/a,n/a,n/a,Large Cap Blend Equities,2015-12-02,0.20%,Not Available,$0.90,2016-09-16,$0.29,1.42%,17.66,1.35,896,6.14%,$60.99,$63.92,$62.67,$62.67,52,18.69%,39%,20%,1099,C,A-,n/a,n/a,C,n/a,n/a
SPYX,SPDR S&P 500 Fossil Fuel Free ETF,52.05,101907,5463,6.84%,No,No,1.11%,0.21%,n/a,n/a,n/a,Large Cap Blend Equities,2015-11-30,0.20%,Not Available,$0.80,2016-09-16,$0.24,1.53%,17.60,0.98,477,18.33%,$51.01,$52.64,$52.03,$52.09,54,12.34%,,,,B+,A-,n/a,n/a,C,n/a,n/a
QMOM,Momentumshares U.S. Quantitative Momentum ETF,24.90,23645.5,4982,5.50%,No,No,3.97%,2.81%,n/a,n/a,n/a,Large Cap Blend Equities,2015-12-02,0.79%,Not Available,$0.04,2016-09-19,$0.01,0.17%,23.41,1.24,51,22.52%,$23.63,$24.91,n/a,n/a,63,12.19%,39%,20%,1099,B+,C,n/a,n/a,C,n/a,n/a
ELKU,Elkhorn FTSE RAFI U.S. Equity Income ETF,26.76,,754,9.06%,No,No,0.56%,-2.12%,n/a,n/a,n/a,Large Cap Blend Equities,2015-12-10,0.39%,Not Available,n/a,n/a,n/a,n/a,18.37,-1.33,174,31.80%,$26.39,$27.60,$26.75,$26.79,44,13.79%,39%,20%,1099,n/a,B-,n/a,n/a,n/a,n/a,n/a
NANR,SPDR S&P North American Natural Resources ETF,33.36,823287.5,38318,33.73%,No,No,1.74%,-2.03%,n/a,n/a,n/a,Energy Equities,2015-12-15,0.35%,Not Available,$0.25,2016-06-17,$0.25,0.73%,33.27,-1.94,60,53.32%,$32.48,$34.96,$33.13,$33.77,45,21.87%,39%,20%,1099,n/a,A,n/a,n/a,n/a,n/a,n/a
DJD,Guggenheim Dow Jones Industrial Average Dividend ETF,27.62,2754,1895,8.95%,No,No,0.84%,-0.61%,n/a,n/a,n/a,Large Cap Blend Equities,2015-12-16,0.30%,Not Available,$0.38,2016-06-24,$0.18,1.39%,19.80,0.87,30,46.75%,$27.10,$28.02,n/a,n/a,52,13.05%,39%,20%,1099,n/a,B+,n/a,n/a,C,n/a,n/a
DYLS,WisdomTree Dynamic Long/Short U.S. Equity Fund,28.00,18245.5,5102,12.08%,No,No,1.63%,0.94%,n/a,n/a,n/a,Long-Short,2015-12-23,0.48%,Not Available,$0.16,2016-06-20,$0.07,0.56%,14.40,1.27,99,21.23%,$27.19,$28.31,$27.95,$28.06,54,14.46%,39%,20%,1099,n/a,A,n/a,n/a,n/a,n/a,n/a
DYB,WisdomTree Dynamic Bearish U.S. Equity Fund,24.75,3715.5,6129,1.32%,No,No,1.19%,0.12%,n/a,n/a,n/a,Long-Short,2015-12-23,0.48%,Not Available,$0.04,2016-06-20,$0.04,0.14%,14.40,0.54,102,160.57%,$24.46,$24.85,$24.73,$24.78,55,6.48%,39%,20%,1099,n/a,A,n/a,n/a,n/a,n/a,n/a
UDBI,Legg Mason US Diversified Core ETF,26.50,2756,1132,6.08%,No,No,-3.11%,-3.28%,n/a,n/a,n/a,All Cap Equities,2015-12-28,0.30%,Not Available,n/a,n/a,n/a,n/a,18.94,1.63,1345,16.93%,$26.79,$27.86,$26.50,$26.50,44,n/a,39%,20%,1099,n/a,B+,n/a,n/a,n/a,n/a,n/a
GARD,Reality Shares Divcon Dividend Guard ETF,20.71,2633.8,375,n/a,No,No,-0.38%,-5.04%,n/a,n/a,n/a,Long-Short,2016-01-14,0.95%,Not Available,n/a,n/a,n/a,n/a,20.85,-1.30,35,33.61%,$20.36,$21.99,n/a,n/a,34,12.46%,39%,20%,1099,n/a,B+,n/a,n/a,n/a,n/a,n/a
DFND,Reality Shares Divcon Dividend Defender ETF,22.83,2840,582,n/a,No,No,0.31%,-1.21%,n/a,n/a,n/a,Long-Short,2016-01-14,0.95%,Not Available,n/a,n/a,n/a,n/a,21.13,0.68,35,56.37%,$22.52,$23.41,n/a,n/a,46,9.39%,39%,20%,1099,n/a,B,n/a,n/a,n/a,n/a,n/a
XITK,SPDR FactSet Innovative Technology ETF,62.91,12618,3355,n/a,No,No,1.96%,2.46%,n/a,n/a,n/a,Technology Equities,2016-01-13,0.45%,Not Available,$0.03,2016-09-16,$0.03,0.05%,25.86,1.25,74,21.52%,$60.60,$63.78,$62.80,$63.12,61,20.86%,39%,20%,1099,n/a,B+,n/a,n/a,n/a,n/a,n/a
LVHD,The Legg Mason Low Volatility High Dividend ETF,28.40,85380,34357,15.34%,No,No,2.53%,0.64%,n/a,n/a,n/a,All Cap Equities,2015-12-28,0.30%,Not Available,$0.26,2016-06-24,$0.15,0.90%,16.14,-1.22,90,25.46%,$27.50,$28.80,$28.36,$28.46,53,11.08%,39%,20%,1099,n/a,B+,n/a,n/a,n/a,n/a,n/a
OIIL,X-Links WTI Crude Oil Index ETN,29.60,31080,5646,n/a,No,No,2.32%,-7.53%,n/a,n/a,n/a,Oil & Gas,2016-02-08,0.55%,Not Available,n/a,n/a,n/a,n/a,n/a,3.46,n/a,n/a,$28.57,$31.89,$29.08,$30.37,46,34.29%,39%,20%,1099,n/a,B+,n/a,n/a,n/a,n/a,n/a
MLPQ,ETRACS 2xMonthly Leveraged Alerian MLP Infrastructure Index ETN Series B ETF,53.45,53450,6763,n/a,No,2x,12.53%,2.65%,n/a,n/a,n/a,MLPs,2016-02-08,0.85%,Not Available,$1.69,2016-07-12,$1.61,3.16%,n/a,3.97,n/a,n/a,$47.23,$55.66,$53.27,$53.54,55,44.85%,39%,20%,1099,n/a,B,n/a,n/a,n/a,n/a,n/a
MLPZ,ETRACS 2xMonthly Leveraged S&P MLP Index ETN Series B ETF,53.34,53340,705,n/a,No,2x,-3.46%,-4.31%,n/a,n/a,n/a,MLPs,2016-02-08,0.95%,Not Available,$1.66,2016-07-12,$1.59,3.11%,n/a,-3.89,n/a,n/a,$50.71,$58.25,$53.34,$53.34,51,54.37%,39%,20%,1099,n/a,B-,n/a,n/a,n/a,n/a,n/a
GTO,Guggenheim Total Return ETF,52.44,23548.5,7802,n/a,No,No,0.29%,0.35%,n/a,n/a,n/a,Total Bond Market,2016-02-10,0.50%,Not Available,$0.69,2016-09-01,$0.13,1.32%,n/a,0.61,97,19.29%,$52.04,$52.68,$52.21,$52.81,55,6.21%,,,,n/a,B-,n/a,n/a,n/a,n/a,n/a
LEAD,Reality Shares DIVCON Leaders Dividend ETF,25.34,3176.3,915,n/a,No,No,1.36%,-1.36%,n/a,n/a,n/a,Large Cap Growth Equities,2016-01-06,0.43%,Not Available,$0.19,2016-06-24,$0.08,0.76%,21.13,-1.20,35,35.47%,$24.66,$26.16,$25.32,$25.38,49,12.88%,39%,20%,1099,n/a,B-,n/a,n/a,n/a,C,n/a
CRED,iShares Core U.S. Credit Bond ETF,113.67,923150.4,71968,7.35%,No,No,0.88%,-0.28%,7.01%,15.85%,21.82%,n/a,2007-01-05,0.15%,Not Available,$2.07,2016-06-01,$0.29,1.83%,n/a,0.41,2768,2.61%,$112.14,$114.86,n/a,n/a,52,4.03%,39%,20%,1099,A-,A+,A,A+,A+,A+,A+
ONEK,SPDR Russell 1000 ETF,101.53,101920,4403,7.30%,No,No,1.54%,0.55%,13.76%,33.63%,114.11%,Large Cap Blend Equities,2015-11-08,0.11%,Not Available,$2.03,2016-09-16,$0.50,1.99%,18.21,1.05,1001,15.96%,$99.29,$102.82,$101.48,$101.63,53,12.23%,39%,20%,1099,B-,A,B,A-,B+,n/a,B+
BNDS,SPDR Barclays Aggregate Bond ETF,59.19,1301525.9,109589,4.63%,No,No,0.44%,0.06%,4.27%,12.16%,13.36%,Total Bond Market,2007-05-23,0.08%,Not Available,$1.00,2016-09-01,$0.13,1.68%,n/a,-0.26,3156,8.69%,$58.76,$59.47,n/a,n/a,52,3.20%,39%,20%,1099,B+,A,A-,B+,A-,n/a,A
EWMC,Guggenheim S&P MidCap 400 Equal Weight ETF,52.84,93170,6563,n/a,No,No,2.07%,-0.55%,n/a,n/a,n/a,Small Cap Blend Equities,2010-03-12,0.42%,Not Available,$0.49,2016-09-16,$0.19,0.93%,21.42,1.41,401,3.36%,$51.34,$54.25,n/a,n/a,52,16.27%,39%,20%,1099,n/a,B,n/a,n/a,n/a,n/a,n/a
EWSC,Guggenheim S&P SmallCap 600 Equal Weight ETF,44.43,38097,5883,n/a,No,No,2.59%,0.89%,n/a,n/a,n/a,Small Cap Blend Equities,2010-12-03,0.46%,Not Available,$0.26,2016-09-16,$0.09,0.58%,19.31,1.24,602,2.64%,$42.97,$45.03,$44.33,$44.58,56,16.10%,39%,20%,1099,n/a,B-,n/a,n/a,n/a,n/a,n/a
THRK,SPDR Russell 3000,160.90,299533.5,9397,7.30%,No,No,1.46%,0.23%,14.48%,31.89%,111.61%,All Cap Equities,2000-10-10,0.11%,Not Available,$3.03,2016-09-16,$0.77,1.87%,18.18,0.99,2351,14.62%,$157.35,$163.45,$160.72,$161.27,53,12.35%,39%,20%,1099,B-,A,B+,A,B+,n/a,A-
JSML,Janus Small Cap Growth Alpha ETF,29.83,4549.4,1318,n/a,No,No,2.16%,1.50%,n/a,n/a,n/a,Small Cap Growth Equities,2016-02-23,0.50%,Not Available,$0.02,2016-06-30,$0.02,0.07%,27.15,1.17,202,21.30%,$28.87,$30.00,$29.79,$29.91,59,18.85%,39%,20%,1099,n/a,B-,n/a,n/a,n/a,n/a,n/a
